"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Credit/Debit Card","IRS","Customer","Credit Card","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Credit/Debit Card","IRS","Customer","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Credit/Debit Card","IRS","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Credit/Debit Card","[Total]","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Suspicious Use of Multiple Accounts","IRS","Customer","Credit Card","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Suspicious Use of Multiple Accounts","IRS","Customer","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Suspicious Use of Multiple Accounts","IRS","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Suspicious Use of Multiple Accounts","[Total]","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Credit Card","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","Casino/Card Club - State Licensed Casino","[Total]","[Total]","[Total]","[Total]","Other"
"2013","January","Nevada","Clark County, NV","[Total]","[Total]","[Total]","[Total]","[Total]","Other"
"2013","January","Nevada","[Total]","[Total]","[Total]","[Total]","[Total]","[Total]","Other"
"2013","January","[Total]","[Total]","[Total]","[Total]","[Total]","[Total]","[Total]","Other"
"2013","February","Puerto Rico","Carolina Municipio, PR","Casino/Card Club - State Licensed Casino","Bribery or Gratuity","IRS","Customer","Credit Card","Other"
