"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument"
"2015","January","Minnesota","Renville County, MN","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","IRS","Customer","Credit Card","Other"
"2015","January","Minnesota","Renville County, MN","Casino/Card Club - Tribal Authorized Casino","Minimal Gaming with Large Transactions","IRS","Customer","Credit Card","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Casinos","IRS","Customer","Other","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Casinos","IRS","Customer","Prepaid Access","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","IRS","Customer","Other","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Suspicious Concerning the Source of Funds","IRS","Customer","Other","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Suspicious Concerning the Source of Funds","IRS","Customer","Prepaid Access","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Suspicious Use of Counter Checks or Markers","IRS","Customer","Other","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Transaction Out of Pattern for Customer(s)","IRS","Customer","Prepaid Access","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Other","Other"
"2015","January","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Prepaid Access","Other"
"2015","January","Ohio","Summit County, OH","Casino/Card Club - State Licensed Casino","Alters Transaction to Avoid Bsa Recordkeeping Requirement","IRS","Customer","Other","Other"
"2015","January","Ohio","Summit County, OH","Casino/Card Club - State Licensed Casino","Other Identification Documentation","IRS","Customer","Other","Other"
"2015","January","Ohio","Summit County, OH","Casino/Card Club - State Licensed Casino","Other Other Suspicious Activities","IRS","Customer","Other","Other"
"2015","January","West Virginia","Jefferson County, WV","Casino/Card Club - State Licensed Casino","Minimal Gaming with Large Transactions","IRS","Customer","Credit Card","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Casinos","IRS","Customer","Credit Card","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Casinos","IRS","Customer","Other","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","IRS","Customer","Other","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Suspicious Concerning the Source of Funds","IRS","Customer","Other","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Credit Card","Other"
"2015","March","New Jersey","Atlantic County, NJ","Casino/Card Club - State Licensed Casino","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Other","Other"
"2015","March","West Virginia","Jefferson County, WV","Casino/Card Club - State Licensed Casino","Minimal Gaming with Large Transactions","IRS","Customer","Credit Card","Other"
"2015","April","California","Riverside County, CA","Casino/Card Club - Tribal Authorized Casino","Check","IRS","Customer","Commercial Paper","Other"
