"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument","Count"
"2015","February","New York","Queens County, NY","Other","Alters Transaction to Avoid Bsa Recordkeeping Requirement","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","February","New York","Queens County, NY","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","February","New York","Queens County, NY","Other","Refused or Avoided Request for Documentation","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","February","New York","Queens County, NY","Other","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","June","California","Ventura County, CA","Other","ACH","Not Applicable","No Relationship to Institution","Credit Card","Other","1"
"2015","June","California","Ventura County, CA","Other","ACH","Not Applicable","No Relationship to Institution","Debit Card","Other","1"
"2015","June","California","Ventura County, CA","Other","Credit/Debit Card","Not Applicable","No Relationship to Institution","Credit Card","Other","1"
"2015","June","California","Ventura County, CA","Other","Credit/Debit Card","Not Applicable","No Relationship to Institution","Debit Card","Other","1"
"2015","June","Texas","Randall County, TX","Other","Account Takeover","Not Applicable","No Relationship to Institution","Prepaid Access","Other","1"
"2015","June","Texas","Randall County, TX","Other","Counterfeit Instrument (Other)","Not Applicable","No Relationship to Institution","Prepaid Access","Other","1"
"2015","June","Texas","Randall County, TX","Other","Other Fraud (Type)","Not Applicable","No Relationship to Institution","Prepaid Access","Other","1"
"2015","August","Texas","Potter County, TX","Other","Other Identification Documentation","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","August","Texas","Potter County, TX","Other","Other Other Suspicious Activities","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","August","Wisconsin","Waukesha County, WI","Other","Other Fraud (Type)","Not Applicable","Other","Residential Mortgage","Other","1"
"2015","August","Wisconsin","Waukesha County, WI","Other","Other Mortgage Fraud","Not Applicable","Other","Residential Mortgage","Other","1"
"2015","September","Colorado","Arapahoe County, CO","Other","ACH","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","September","Colorado","Arapahoe County, CO","Other","Identity Theft","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","September","Colorado","Arapahoe County, CO","Other","Other Fraud (Type)","Not Applicable","No Relationship to Institution","Other","Other","1"
"2015","October","Georgia","Fulton County, GA","Other","Provided Questionable or False Documentation","Not Applicable","Customer","Other","Other","1"
"2015","October","Illinois","DuPage County, IL","Other","Other Fraud (Type)","Not Applicable","Other","Bonds/Notes","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Account Takeover","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Consumer Loan","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Counterfeit Instrument (Other)","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Forgeries","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Loan Modification Fraud","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Mail","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","December","Colorado","Douglas County, CO","Other","Two or More Individuals Working Together","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2015","January","Delaware","New Castle County, DE","Other","Account Takeover","FDIC","Customer","Other","Other","1"
"2015","January","Delaware","New Castle County, DE","Other","Account Takeover","FDIC","No Relationship to Institution","Credit Card","Other","6"
"2015","January","Delaware","New Castle County, DE","Other","Account Takeover","FDIC","No Relationship to Institution","Other","Other","4"
"2015","January","Delaware","New Castle County, DE","Other","ACH","FDIC","Customer","Other","Other","1"
"2015","January","Delaware","New Castle County, DE","Other","Check","FDIC","No Relationship to Institution","Credit Card","Other","6"
"2015","January","Delaware","New Castle County, DE","Other","Check","FDIC","No Relationship to Institution","Other","Other","4"
"2015","January","Delaware","New Castle County, DE","Other","Credit/Debit Card","FDIC","No Relationship to Institution","Credit Card","Other","7"
"2015","January","Delaware","New Castle County, DE","Other","Credit/Debit Card","FDIC","No Relationship to Institution","Other","Other","4"
"2015","January","Delaware","New Castle County, DE","Other","Forgeries","FDIC","No Relationship to Institution","Credit Card","Other","7"
"2015","January","Delaware","New Castle County, DE","Other","Forgeries","FDIC","No Relationship to Institution","Other","Other","4"
"2015","January","Delaware","New Castle County, DE","Other","Identity Theft","FDIC","No Relationship to Institution","Credit Card","Other","1"
"2015","January","Delaware","New Castle County, DE","Other","Other Fraud (Type)","FDIC","Customer","Other","Other","1"
